,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,hcollect_method_id,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,hwm_label,files,height_above_gnd,hwm_notes,uncertainty,hwm_uncertainty,peak_summary_id,elev_m
372,34.67470371,-76.98324548,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,NAD83,Jordan Johnson,Jordan Johnson,NCCAR18400,"CAMA Public Water Access, 5202 Bogue Sound Dr., Emerald Isle, NC",,,NC,Carteret County,,No,34.67470371,-76.98324548,16959,Bogue Sound,18400,135,5,2,,34.67470371,-76.98324548,2016-10-15T04:00:00,2.5,2,6,N/A,1548,6,1,Coastal,2016-10-13T04:00:00,1.0,2,1738,1738,no_label,[],0.78,,0.05,0.1,,0.762
373,33.324698,-79.264742,Matthew October 2016,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO18402,Hobcaw House,,,SC,Georgetown County,,No,33.324698,-79.264742,16960,Waccamaw River,18402,135,2,2,Debris line in front of Hobcaw House near water,33.324698,-79.264742,2016-10-21T04:00:00,6.1,2,6,N/A,,7,3,Riverine,2016-10-13T04:00:00,1.0,2,1381,1381,no_label,[],0.0,,0.0434,0.1,,1.85928
374,30.22029,-81.41226,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,Stake,Phone/Car GPS,WGS84 (from Digital Map),Tiffany Carson,Tiffany Carson,FLSTJ18404,HWM seed line on door of house,,,FL,St. Johns County,,No,30.22029,-81.41226,16963,Intracoastal Waterway,18404,135,5,2,"HWM seed line on south entry door of house to the left of doggie door, sharpie mark on door at HWM. Wooden stake in front to the right.",30.22029,-81.41226,2016-10-19T04:00:00,5.475,2,2,N/A,1441,7,3,Coastal,2016-10-10T04:00:00,1.0,4,1741,1741,no_label,[],1.64,,,,,1.66878
375,33.910603,-78.362465,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Stake,Phone/Car GPS,NAD83,Samantha Snyder,Samantha Snyder,NCBRU18405,Residential Home at Windy Point Rd,,,NC,Brunswick County,,No,33.910603,-78.362465,16964,Intracoastal Waterway,18405,135,2,3,stake and spray paint marking debris line in backyard of residential home. stake is about 30 feet south of back porch stairs.,33.910603,-78.362465,2016-10-15T04:00:00,6.4,2,6,N/A,2066,7,3,Coastal,2016-10-13T04:00:00,0.0,2,1361,1361,no_label,[],0.0,,0.12,0.2,,1.9507200000000002
376,29.7292637,-81.2384472,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Stake,Phone/Car GPS,WGS84 (from Digital Map),,William McDevitt,FLSTJ18407,seed line on southern wall of house,,,FL,St. Johns County,,No,29.7292637,-81.2384472,16965,Matanzas River,18407,135,5,2,seed line on Southern wall of house. Stake is located at SE end of wall next to sliding door.,29.7292637,-81.2384472,2016-10-18T04:00:00,7.532,2,2,N/A,1356,7,3,Coastal,2016-10-10T04:00:00,1.0,4,,1461,no_label,[],2.61,Top of stake is at seed line,,,,2.2957536000000003
377,30.22009,-81.41264,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,Stake,Phone/Car GPS,WGS84 (from Digital Map),Tiffany Carson,Tiffany Carson,FLSTJ18408,seed line on house exterior wall,,,FL,St. Johns County,,No,30.22009,-81.41264,16967,Intracoastal Waterway,18408,135,5,2,"Seed line on house exterior wall on front right corner of garage, marked with sharpie at line and wooden stake just to the right water was at bottom of power receptacle.",30.22009,-81.41264,2016-10-19T04:00:00,5.436,2,2,N/A,1442,7,3,Coastal,2016-10-10T04:00:00,1.0,4,1741,1741,no_label,[],1.35,,,,,1.6568928
378,35.21783,-75.67456,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Marker,Phone/Car GPS,NAD83,J. Curtis Weaver,J. Curtis Weaver,NCDAR18409,"56473 Borgobello Lane, Hatteras  NC",,,NC,Dare County,,No,35.21783,-75.67456,16968,Pamlico Sound,18409,135,5,2,"Seed line on right door jam, on exterior wall of house, on back side of swimming pool, marked with Sharpie ""USGS 10/13/216""",35.21783,-75.67456,2016-10-19T04:00:00,7.2,2,6,N/A,1886,4,3,Coastal,2016-10-13T04:00:00,0.0,2,762,762,no_label,[],2.72,,0.006,,,2.19456
379,29.7381794,-81.2415113,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18410,seed line on SW interior wall of Sand Dollar Building 1 parking garage,,,FL,St. Johns County,,No,29.7381794,-81.2415113,16969,Matanzas River,18410,135,5,1,"seed line on western interior wall of garage, around the corner from entrance.",29.7381794,-81.2415113,2016-10-18T04:00:00,7.865,2,2,N/A,1360,4,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],1.53,chiseled square on ground in front of first parking spot. Sharpie mark on wall above where seed line is. Measurement of 1.57 ft. made by survey crew from mark on floor to high water mark.,,,,2.3972520000000004
380,30.2185,-81.41172,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,Kevin Grimsley,Stake,Phone/Car GPS,WGS84 (from Digital Map),Tiffany Carson,Tiffany Carson,FLSTJ18411,seed line on left rear corner of house,,,FL,St. Johns County,,No,30.2185,-81.41172,16970,Intracoastal Waterway,18411,135,5,3,"Seed line on left rear corner of house exterior, just in front of gate to backyard, sharpie line on siding, wooden stake in front of that.",30.2185,-81.41172,2016-10-19T04:00:00,5.262,2,2,N/A,1443,7,3,Coastal,2016-10-10T04:00:00,1.0,4,1741,1741,no_label,[],0.7,,,,,1.6038576
381,35.2144,-75.68476,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Phone/Car GPS,NAD83,J. Curtis Weaver,J. Curtis Weaver,NCDAR18413,"57210 Atlantic View Drive, Hatteras, NC",,,NC,Dare County,,No,35.2144,-75.68476,16971,Pamlico Sound,18413,135,5,2,"Seed line on outside of wooden fence surrounding swimming pool, on right side of driveway (when facing house)",35.2144,-75.68476,2016-10-18T04:00:00,6.6,2,6,N/A,1887,6,3,Coastal,2016-10-13T04:00:00,0.0,2,762,762,no_label,[],2.42,,0.04,,,2.01168
382,30.17676,-81.39982,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,Kevin Grimsley,Other (Note in Description box),Phone/Car GPS,WGS84 (from Digital Map),Tiffany Carson,Tiffany Carson,FLSTJ18416,HWM seed line base of steps,,,FL,St. Johns County,,No,30.17676,-81.39982,16973,Intracoastal Waterway,18416,135,5,3,Seed line on base of steps in front of Double J-S Small Engine Repair shop. HWM is flagged with lag bolt and brass washer in wooden vertical bracing.,30.17676,-81.39982,2016-10-19T04:00:00,5.322,2,2,N/A,1436,9,3,Coastal,2016-10-11T04:00:00,1.0,4,1741,1741,no_label,[],0.365,,,,,1.6221456
383,29.7473172,-81.2456299,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18417,seed line on interior property wall of Radcraft Construction,,,FL,St. Johns County,,No,29.7473172,-81.2456299,16975,Matanzas River,18417,135,5,1,seed line on interior wall of perimeter of property. Stake with sharpie mark right in front of line.,29.7473172,-81.2456299,2016-10-18T04:00:00,6.119,2,6,N/A,1362,4,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],2.14,.25 ft. from top of stake to sharpie mark. Conversion was placed in data collector for direct HWM reading.,,,,1.8650712
384,35.22103,-75.65643,Matthew October 2016,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Bryce McClenney,Stake,Phone/Car GPS,NAD83,J. Curtis Weaver,J. Curtis Weaver,NCDAR18419,"Sandy Bay parking area off NC Hwy 12, near Hatteras, NC",,,NC,Dare County,,No,35.22103,-75.65643,16977,Pamlico Sound,18419,135,2,4,"Debris line overwash, about 20 feet to right of walkway to beach, across NC Hwy 12 from parking area, set using hub stake",35.22103,-75.65643,2016-10-18T04:00:00,7.6,2,6,N/A,1888,7,3,Coastal,2016-10-13T04:00:00,0.0,2,762,762,no_label,[],0.0,Good candidate for redundant.,0.04,,,2.31648
385,35.21742,-75.66913,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Phone/Car GPS,NAD83,J. Curtis Weaver,J. Curtis Weaver,NCDAR18421,"Sea Whisper apartment complex, 56358 NC Hwy 12, Hatteras, NC",,,NC,Dare County,,No,35.21742,-75.66913,16978,Pamlico Sound,18421,135,5,2,"Seed line on interior of first outside shower underneath east end of apartment complex, transferred to opposite side onto door frame jam visible from outside front of building",35.21742,-75.66913,2016-10-19T04:00:00,7.8,2,6,N/A,1889,6,3,Coastal,2016-10-13T04:00:00,0.0,2,762,762,no_label,[],5.14,,0.006,,,2.37744
386,29.89558,-81.30478,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Mickey Messer,Marker,Phone/Car GPS,WGS84 (from Digital Map),Tiffany Carson,Tiffany Carson,FLSTJ18422,"Seed line along entrance wall to the right, approx 6 ft from the corner",,,FL,St. Johns County,,No,29.89558,-81.30478,16979,Atlantic,18422,135,5,2,"Seed line along entrance wall to the right, approx 6 ft from the corner. Black sharpie line on wall.",29.89558,-81.30478,2016-10-19T04:00:00,7.342,2,2,N/A,1300,4,3,Coastal,2016-10-09T04:00:00,1.0,4,1741,1741,no_label,[],1.46,HWM to LSD = 1.46,,,,2.2378416
387,35.26438,-75.59025,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Phone/Car GPS,NAD83,J. Curtis Weaver,J. Curtis Weaver,NCDAR18425,"50069 Blackbeards Court, Fisco, NC",,,NC,Dare County,,No,35.26438,-75.59025,16983,Pamlico Sound,18425,135,5,2,"Seed line on east exterior wall (left side when facing residence) towards back side of structure, underneath elevated deck",35.26438,-75.59025,2016-10-18T04:00:00,6.1,2,6,N/A,1890,6,3,Coastal,2016-10-13T04:00:00,0.0,2,762,762,no_label,[],4.88,,0.04,,,1.85928
388,33.304457,-79.293399,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Nathan Matthews,Nathan Matthews,SCGEO18428,Bell Isle Yacht Club Pool house,,,SC,Georgetown County,,No,33.304457,-79.293399,16986,Winyah Bay,18428,135,2,3,Debris/seed line behind pool at Belle Isle Yacht Club,33.304457,-79.293399,2016-10-21T04:00:00,7.1,2,6,N/A,,7,3,Coastal,2016-10-13T04:00:00,0.0,2,1735,1735,no_label,[],0.0,"There are electric gates at main entrance and a guard in the guard house.  We accessed club by going through an open manual gate just down the road.

Surveyed directly on the stake.",0.0708,,,2.16408
389,29.754005,-81.248798,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Hand level,Sara Hammermeister,Stake,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18430,seed line on Eastern wall of building 136 at Devil's Elbow Fishing Resort and Cottages.,,,FL,St. Johns County,,No,29.754005,-81.248798,16988,Matanzas River,18430,135,5,3,seed line on Eastern wall of building 136. Stake driven into ground in front of seed line.,29.754005,-81.248798,2016-10-18T04:00:00,7.805,2,3,N/A,1363,7,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],2.44,Top of stake is at seed line,,,,2.378964
390,33.306225,-79.293689,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Other (Note in Description box),Phone/Car GPS,NAD83,Nathan Matthews,Nathan Matthews,SCGEO18431,Belle Isle Yacht Club Marina Bar & Grill,,,SC,Georgetown County,,No,33.306225,-79.293689,16989,Winyah Bay,18431,135,5,2,HWM is marked with a black sharpie line.  On door jam to refridgerator / laundry room of the Marina Bar & Grill.  To the left of restaurant.  Used level to carry line from fridge to outside,33.306225,-79.293689,2016-10-21T04:00:00,5.7,2,6,N/A,,9,3,Coastal,2016-10-13T04:00:00,0.0,2,1735,1735,no_label,[],0.43,"Height above ground is actually height above the dock.

Strung level line out to more suitable location of the dock with a clear view of sky. Surveyed on lag bolt.",0.0708,,,1.7373600000000002
391,34.07794,-77.92394,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,WGS84 (from Digital Map),Chris Charles,Chris Charles,NCNEW18434,Construction site entrance along river rd. Enter construction site and continue to the back of the property. Cross the temporary bridge and the tree is approx. 30' from the river bank.,,,NC,New Hanover County,,No,34.07794,-77.92394,16991,Cape Fear River,18434,135,5,3,Nail and survey washer in pine tree. lots of flagging due to being undeveloped area.,34.07794,-77.92394,2016-10-16T04:00:00,6.6,2,6,N/A,1931,6,1,Coastal,2016-10-13T04:00:00,0.0,4,1730,1730,no_label,[],1.8,,0.17,0.2,,2.01168
392,34.07264,-77.92061,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,WGS84 (from Digital Map),Chris Charles,Chris Charles,NCNEW18439,8457 River rd. Wilmington NC Yellow house with white trim immediately North of the marshy area.,,,NC,New Hanover County,,No,34.07264,-77.92061,16997,Cape Fear River,18439,135,5,2,Nail and USGS washer set horizontally in porch support pilon on South side of home. Marked with pink tape.,34.07264,-77.92061,2016-10-16T04:00:00,4.9,2,6,N/A,1933,6,1,Coastal,2016-10-13T04:00:00,0.0,4,1730,1730,no_label,[],2.0,,0.17,0.1,,1.4935200000000002
393,29.77651504,-81.2559185,Matthew October 2016,Mud,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Other (Note in Description box),Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18442,Home with mud line on privacy fence,,,FL,St. Johns County,,No,29.77651504,-81.2559185,16999,Atlantic,18442,135,1,2,"Mud line on privacy fence, 3rd 4x4 post of fence",29.77651504,-81.2559185,2016-10-18T04:00:00,7.877,2,2,N/A,1364,9,3,Coastal,2016-10-09T04:00:00,0.0,4,1461,1461,no_label,[],1.72,,,,,2.4009096
394,33.702612,-78.867265,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Handheld GPS,NAD83,Robert Herlong,Robert Herlong,SCHOR18445,Parking lot to the left of the Boardwalk Hotel as you are facing the ocean.,,,SC,Horry County,,No,33.702612,-78.867265,17002,Atlantic23,18445,135,2,3,Debris line located adjacent to the Boardwalk Hotel. There is a parking lot as you are facing the Boardwalk Hotel to the left and as you walk towards the ocean there is a lawn that has a stake and flagging 40 ft from the left beach access.,33.702612,-78.867265,2016-10-20T04:00:00,9.8,2,6,N/A,,7,1,Coastal,2016-10-13T04:00:00,0.0,2,1734,1734,no_label,[],0.0,"GPS set on top of stake at HWM, 0.5 ft above HWM. Surveyed elevation applies to HWM.",0.0317,,,2.9870400000000004
395,34.72255604,-76.75031109,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,NAD83,Jordan Johnson,Jordan Johnson,NCCAR18446,Crystal Coast Tourism Authority Public Boat Launch,,,NC,Carteret County,,No,34.72255604,-76.75031109,17004,Bogue Sound,18446,135,5,2,"Nail located in fence of Crystal Coast Tourism Boat Ramp, on the east side of the parking lot. Nail is facing south towards sound.",34.72255604,-76.75031109,2016-10-16T04:00:00,3.8,2,6,N/A,1552,6,1,Coastal,2016-10-13T04:00:00,1.0,2,1738,1738,no_label,[],1.1,,0.16,0.1,,1.15824
396,33.82398,-78.6546,Matthew October 2016,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,,Kendra Smith,SCHOR18448,15TH NORTH END STREET PUBLIC BEACH ACCES,,,SC,Horry County,,No,33.82398,-78.6546,17006,ATLANTIC OCEAN,18448,135,2,5,SOUTH SIDE OF BOARD WALK . MOST WEST AND NORTH STAKE FLAGGED ORANGE/ORANGE. MEANT TO SHOOT LAND SURFACE AT STAKE.,33.82398,-78.6546,2016-10-19T05:00:00,11.4,2,6,N/A,,7,3,Coastal,2016-10-13T05:00:00,0.0,2,,1705,no_label,[],0.0,SC - HOR - 0715A,0.0666,0.5,,3.4747200000000005
397,29.78121524,-81.26254225,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Hand level,Sara Hammermeister,Stake,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18451,home with seed line on SE corner of garage,,,FL,St. Johns County,,No,29.78121524,-81.26254225,17009,Matanzas River,18451,135,5,2,"on east face, at SE corner, garage",29.78121524,-81.26254225,2016-10-17T04:00:00,7.28,2,3,N/A,1339,7,3,Coastal,2016-10-09T04:00:00,1.0,4,1461,1461,no_label,[],1.41,,,,,2.218944
398,33.357639,-79.153133,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO18452,29 Eastland Way (south side of island),,,SC,Georgetown County,,No,33.357639,-79.153133,17010,Atlantic Ocean,18452,135,5,1,Seed line on back of house at 29 Eastland Way behind the garage,33.357639,-79.153133,2016-10-21T04:00:00,7.6,,,N/A,,4,3,Coastal,2016-10-13T04:00:00,1.0,2,1381,1381,no_label,[],1.28,,0.1362,0.05,,2.31648
399,33.80175,-78.7122,Matthew October 2016,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Philip Habermehl,Kendra Smith,SCHOR18453,BAYWATCH TOWER I 2711 OCEAN BLVD,,,SC,Horry County,,No,33.80175,-78.7122,17011,ATLANTIC,18453,135,5,4,MARK ON RETAINING WALL 50' SOUTH OF PARKING AT PUBLIC ACCESS TO BEACH.. MARKED WITH STAKE AND ORANGE FLAGGING.,33.80175,-78.7122,2016-10-19T05:00:00,10.2,2,6,N/A,,4,3,Coastal,2016-10-13T05:00:00,0.0,2,1600,1705,no_label,[],0.39,CONFIRMED BY DEBRIS WASHING IN AND RESTING AT WALL.,0.0666,0.3,,3.1089599999999997
400,29.78841704,-81.26041724,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18454,seed line on East side of BJ Bills Beach Stuff,,,FL,St. Johns County,,No,29.78841704,-81.26041724,17012,Matanzas River,18454,135,5,2,"seed line on east side of building, left of front door, 5 ft. right of south end of concrete slab.",29.78841704,-81.26041724,2016-10-17T04:00:00,6.661,2,2,N/A,1340,4,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],1.13,,,,,2.0302728
401,29.79342871,-81.26808453,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18456,home with seed line along front porch,,,FL,St. Johns County,,No,29.79342871,-81.26808453,17014,Matanzas River,18456,135,5,2,"seed line above black square mark on right edge of concrete pad 3 ft. from front door, right of front door facing the house.",29.79342871,-81.26808453,2016-10-19T04:00:00,6.772,2,2,N/A,1341,4,3,Coastal,2016-10-13T04:00:00,1.0,4,1461,1461,no_label,[],0.28,,,,,2.0641056
402,29.8056477,-81.26816217,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18457,seed line on screen porch of trailer (unit#30) at Pepper Tree RV Resort,,,FL,St. Johns County,,No,29.8056477,-81.26816217,17015,Matanzas River,18457,135,5,2,"seed line in screen porch screening, rear of trailer home.",29.8056477,-81.26816217,2016-10-17T04:00:00,7.035,2,2,N/A,1342,4,3,Coastal,2016-10-10T04:00:00,0.0,4,1461,1461,no_label,[],2.05,RP is black marker square on concrete paver stones outside of porch. 5.3 ft. west of rear end of home.,,,,2.1442680000000003
403,29.81589558,-81.27371022,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18458,home with a seed line in protected car port at NE corner of property,,,FL,St. Johns County,,No,29.81589558,-81.27371022,17016,Matanzas River,18458,135,5,2,seed line in protected carport at NE corner of property. 26 ft. N of kitchen entrance door,29.81589558,-81.27371022,2016-10-17T04:00:00,7.579,2,2,N/A,1343,4,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],2.27,RP black square marked on concrete pad below seed line in carport at NE corner of property,,,,2.3100792
404,29.82688247,-81.27630764,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Sara Hammermeister,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18459,home with seed line along front of house,,,FL,St. Johns County,,No,29.82688247,-81.27630764,17017,Matanzas River,18459,135,5,2,"seed line along front of house, black mark on cement patio just right of front door  facing the house.",29.82688247,-81.27630764,2016-10-17T04:00:00,7.587,2,2,N/A,1344,4,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],1.85,,,,,2.3125176
405,33.708641,-78.859856,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Pat Sadler,Pat Sadler,SCHOR18460,"3100 Ocean Blvd
Myrtle Beach, SC
yellowish house",,,SC,Horry County,,No,33.708641,-78.859856,17018,Atlantic Ocean,18460,135,2,3,"in backyard, approximately 6 ft.to the right from backyard light pole as facing Ocean Blvd.",33.708641,-78.859856,2016-10-20T04:00:00,9.3,2,6,N/A,,7,3,Coastal,2016-10-13T04:00:00,0.0,2,1733,1733,no_label,[],0.0,"GPS set on top of stake at HWM, 0.6 ft above HWM.",0.0317,0.2,,2.8346400000000003
406,33.80615,-78.70174,Matthew October 2016,Other (Note in Description box),VP: > 0.40 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Philip Habermehl,Kendra Smith,SCHOR18461,1717 WW SOUTH OCEAN BLVD WALKWAY,,,SC,Horry County,,No,33.80615,-78.70174,17019,ATLANTIC OCEAN,18461,135,9,5,OBSERVED AREAS WHERE WATER CRESTED OVER THE DUNES YET PONDED LOWER BEHIND THE DUNES. MARKED WITH STAKE HIGH POINTS ON DUNES WHERE CRESTING WAS OBSERVED. FLAGGED ORANGE/ORANGE. FURTHEST NORTH OF SET OF THREE,33.80615,-78.70174,2016-10-19T05:00:00,12.6,2,6,N/A,,7,3,Coastal,2016-10-13T05:00:00,0.0,2,1600,1705,no_label,[],0.0,SC-HOR-0717A,0.0666,0.5,,3.84048
407,29.85869575,-81.27105883,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Mickey Messer,Marker,Phone/Car GPS,WGS84 (from Digital Map),William McDevitt,William McDevitt,FLSTJ18462,"Villa with seed line on stairs out wall, Unit #10",,,FL,St. Johns County,,No,29.85869575,-81.27105883,17020,Atlantic,18462,135,5,2,"Seed line on East wall of stairs out wall next to gutter down spout, Unit #10",29.85869575,-81.27105883,2016-10-18T04:00:00,6.916,2,2,N/A,1508,4,3,Coastal,2016-10-10T04:00:00,1.0,4,1461,1461,no_label,[],0.88,HWM to LSD = 0.85,,,,2.1079968
408,33.729647,-78.832585,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Pat Sadler,Pat Sadler,SCHOR18463,empty lot next to beach access across from intersection of N. Ocean Blvd and Seaside Place.,,,SC,Horry County,,No,33.729647,-78.832585,17021,Atlantic Ocean,18463,135,2,3,"empty lot on NE corner of N. Ocean Blvd and Seaside Place. Adjacent to beach access, to upper left of  lot  as facing ocean",33.729647,-78.832585,2016-10-20T05:00:00,9.2,2,6,N/A,,7,3,Coastal,2016-10-13T05:00:00,1.0,2,1733,1733,no_label,[],0.0,,0.1005,0.2,,2.80416
409,32.7733,-79.8628,Matthew October 2016,Seed line,Good: +/- 0.10 ft,,,,,Phone/Car GPS,NAD83,Kevin Hubbs,Kevin Hubbs,SCCHA18464,at end of Pitt st. on walking path on right in tree 1.29' above ground 50' SE light pole 152922,,,SC,Charleston County,,No,32.7733,-79.86277,17022,Atlantic Ocean,18464,135,5,2,,32.7733,-79.8628,2016-10-15T05:00:00,6.1,,,N/A,,,3,Coastal,2016-10-13T05:00:00,0.0,2,869,869,no_label,[],1.29,,0.1908,0.1,,1.85928
410,32.78593,-79.90679,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,,Phone/Car GPS,NAD83,Kevin Hubbs,Kevin Hubbs,SCCHA18467,Seed line south side of pier left as walking out. Charleston Harbor Marina about 20 ft out on pier on sideboards,,,SC,Charleston County,,No,32.7858,-79.90682,17025,Atlantic Ocean,18467,135,5,1,,32.78593,-79.90679,2016-10-19T04:00:00,6.2,2,6,N/A,,,3,Coastal,2016-10-13T04:00:00,0.0,2,869,869,no_label,[],1.05,,0.2352,0.05,,1.88976
411,33.44426,-79.11353,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,,Phone/Car GPS,NAD83,Kevin Hubbs,Kevin Hubbs,SCGEO18468,109 Atlantic Ave seed line in center room under house marks on outside of door.  Marked with red sharpie,,,SC,Georgetown County,,No,33.44426,-79.11353,17026,Atlantic Ocean,18468,135,5,1,,33.44426,-79.11353,2016-10-20T04:00:00,6.4,,,N/A,,,3,Coastal,2016-10-13T04:00:00,0.0,2,869,869,no_label,[],1.54,,0.1673,0.02,,1.9507200000000002
412,33.43836,-79.11722,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,,Phone/Car GPS,NAD83,Kevin Hubbs,Kevin Hubbs,SCGEO18469,213 Atlantic Ave seed line in center room under house facing street marked door jam with red marker,,,SC,Georgetown County,,No,33.43836,-79.11722,17027,Atlantic Ocean,18469,135,5,1,,33.43836,-79.11722,2016-10-20T04:00:00,7.5,,,N/A,,,3,Coastal,2016-10-13T04:00:00,0.0,2,869,869,no_label,[],2.19,,0.1673,0.02,,2.286
413,33.43414,-79.12035,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,,Phone/Car GPS,NAD83,Kevin Hubbs,Kevin Hubbs,SCGEO18470,310D Myrtle Ave seed line in outside shower under house toward back of house marked in red,,,SC,Georgetown County,,No,33.43414,-79.12035,17028,Atlantic Ocean,18470,135,5,1,,33.43414,-79.12035,2016-10-20T04:00:00,8.1,,,N/A,,,3,Coastal,2016-10-13T04:00:00,1.0,2,869,869,no_label,[],2.27,,0.1673,0.02,,2.46888
